concept	property	prop_count	pos_tag	is_only_adj	is_last_word_noun
tomato	natural	709	[('natural', 'JJ')]	True	False
polyimide	aromatic	59	[('aromatic', 'JJ')]	True	False
insulin pump	essential	297	[('essential', 'JJ')]	True	False
alkali	suitable	205	[('suitable', 'JJ')]	True	False
usb	external	443	[('external', 'JJ')]	True	False
dichloromethane	volatile	92	[('volatile', 'JJ')]	True	False
banana	agricultural	114	[('agricultural', 'JJ')]	True	False
rotor	large	852	[('large', 'JJ')]	True	False
massage	conservative	33	[('conservative', 'JJ')]	True	False
interpersonal skill	personal	635	[('personal', 'JJ')]	True	False
cheese	fresh	148	[('fresh', 'JJ')]	True	False
acrylic acid	free	99	[('free', 'JJ')]	True	False
oasis	contemporary	73	[('contemporary', 'JJ')]	True	False
conferencing	basic	667	[('basic', 'JJ')]	True	False
tobacco	complex	256	[('complex', 'JJ')]	True	False
fermentation	traditional	682	[('traditional', 'JJ')]	True	False
phenol resin	synthetic	126	[('synthetic', 'JJ')]	True	False
water quality	environmental	592	[('environmental', 'JJ')]	True	False
fuel	consumable	67	[('consumable', 'JJ')]	True	False
schizophrenia	medical	456	[('medical', 'JJ')]	True	False
neurotoxicity	severe	151	[('severe', 'JJ')]	True	False
marketing	functional	143	[('functional', 'JJ')]	True	False
association	statistical	99	[('statistical', 'JJ')]	True	False
crustacean	live	65	[('live', 'JJ')]	True	False
golf	active	130	[('active', 'JJ')]	True	False
mutual information	statistical	99	[('statistical', 'JJ')]	True	False
secret service	federal	114	[('federal', 'JJ')]	True	False
cost	external	443	[('external', 'JJ')]	True	False
age	clinical	183	[('clinical', 'JJ')]	True	False
wyoming	rural	16	[('rural', 'JJ')]	True	False
tv	electronic	281	[('electronic', 'JJ')]	True	False
league of legends	competitive	44	[('competitive', 'JJ')]	True	False
credit card information	sensitive	195	[('sensitive', 'JJ')]	True	False
gq	international	277	[('international', 'JJ')]	True	False
flu	serious	276	[('serious', 'JJ')]	True	False
sauna	common	802	[('common', 'JJ')]	True	False
radiation	local	332	[('local', 'JJ')]	True	False
diabetes	traditional	682	[('traditional', 'JJ')]	True	False
thorium	heavy	207	[('heavy', 'JJ')]	True	False
heart rate monitor	wearable	24	[('wearable', 'JJ')]	True	False
insurance company	third	74	[('third', 'JJ')]	True	False
hurricane	severe	151	[('severe', 'JJ')]	True	False
engineer	successful	38	[('successful', 'JJ')]	True	False
panasonic	big	266	[('big', 'JJ')]	True	False
acupressure	natural	709	[('natural', 'JJ')]	True	False
fox news	conservative	33	[('conservative', 'JJ')]	True	False
piano	musical	86	[('musical', 'JJ')]	True	False
clay	industrial	201	[('industrial', 'JJ')]	True	False
punjabi	regional	56	[('regional', 'JJ')]	True	False
basketball	recreational	163	[('recreational', 'JJ')]	True	False
human carriers	 important	22	[('important', 'JJ')]	True	False
agent	semantic	10	[('semantic', 'JJ')]	True	False
molecular biology	scientific	55	[('scientific', 'JJ')]	True	False
bangkok	asian	38	[('asian', 'JJ')]	True	False
islam	religious	51	[('religious', 'JJ')]	True	False
ultrasound	therapeutic	70	[('therapeutic', 'JJ')]	True	False
hormone	environmental	592	[('environmental', 'JJ')]	True	False
environmental factor	genetic	42	[('genetic', 'JJ')]	True	False
polymer	synthetic	126	[('synthetic', 'JJ')]	True	False
maintenance	electrical	163	[('electrical', 'JJ')]	True	False
gender	 variable	12	[('variable', 'JJ')]	True	False
prednisolone	systemic	124	[('systemic', 'JJ')]	True	False
invertebrate	aquatic	90	[('aquatic', 'JJ')]	True	False
consultant	professional	165	[('professional', 'JJ')]	True	False
coyote	small	653	[('small', 'JJ')]	True	False
teamwork	social	388	[('social', 'JJ')]	True	False
earthworm	live	65	[('live', 'JJ')]	True	False
health care	essential	297	[('essential', 'JJ')]	True	False
clothing	 red	40	[('red', 'JJ')]	True	False
jessica simpson	famous	126	[('famous', 'JJ')]	True	False
facsimile machine	portable	91	[('portable', 'JJ')]	True	False
vacancy	native	76	[('native', 'JJ')]	True	False
cannabidiol	oral	110	[('oral', 'JJ')]	True	False
deafness	physical	686	[('physical', 'JJ')]	True	False
running water	basic	667	[('basic', 'JJ')]	True	False
sin	mathematical	54	[('mathematical', 'JJ')]	True	False
individual s name	personal	635	[('personal', 'JJ')]	True	False
chondroitin	dietary	96	[('dietary', 'JJ')]	True	False
ammonium sulfate	neutral	42	[('neutral', 'JJ')]	True	False
stable	agricultural	114	[('agricultural', 'JJ')]	True	False
city hall	famous	126	[('famous', 'JJ')]	True	False
body weight	personal	635	[('personal', 'JJ')]	True	False
ibuprofen	over-the-counter	25	[('over-the-counter', 'JJ')]	True	False
hurricanes	 dangerous	32	[('dangerous', 'JJ')]	True	False
birth certificate	personal	635	[('personal', 'JJ')]	True	False
loss of appetite	 common	142	[('common', 'JJ')]	True	False
blood work	diagnostic	65	[('diagnostic', 'JJ')]	True	False
hard candy	hard	160	[('hard', 'JJ')]	True	False
time	logistical	10	[('logistical', 'JJ')]	True	False
personnel	administrative	93	[('administrative', 'JJ')]	True	False
organ	natural	709	[('natural', 'JJ')]	True	False
contact information	critical	172	[('critical', 'JJ')]	True	False
ultimate strength	mechanical	187	[('mechanical', 'JJ')]	True	False
shiitake	edible	49	[('edible', 'JJ')]	True	False
apathy	negative	109	[('negative', 'JJ')]	True	False
printing	promotional	68	[('promotional', 'JJ')]	True	False
glaxosmithkline	pharmaceutical	45	[('pharmaceutical', 'JJ')]	True	False
camel	live	65	[('live', 'JJ')]	True	False
microsoft word	proprietary	14	[('proprietary', 'JJ')]	True	False
habitat	natural	709	[('natural', 'JJ')]	True	False
haryana	indian	58	[('indian', 'JJ')]	True	False
law enforcement	critical	172	[('critical', 'JJ')]	True	False
protein	valuable	127	[('valuable', 'JJ')]	True	False
lily	seasonal	75	[('seasonal', 'JJ')]	True	False
cytomegalovirus	opportunistic	19	[('opportunistic', 'JJ')]	True	False
windows media player	common	802	[('common', 'JJ')]	True	False
bayer	multinational	53	[('multinational', 'JJ')]	True	False
architect	traditional	682	[('traditional', 'JJ')]	True	False
ct	modern	309	[('modern', 'JJ')]	True	False
blood flow	physiological	81	[('physiological', 'JJ')]	True	False
gatorade	clear	23	[('clear', 'JJ')]	True	False
shenzhen	large	852	[('large', 'JJ')]	True	False
reflectivity	optical	72	[('optical', 'JJ')]	True	False
reebok	popular	467	[('popular', 'JJ')]	True	False
electricity bill	small	653	[('small', 'JJ')]	True	False
singapore	large	852	[('large', 'JJ')]	True	False
ageism	social	388	[('social', 'JJ')]	True	False
television	physical	686	[('physical', 'JJ')]	True	False
dextran	natural	709	[('natural', 'JJ')]	True	False
activated carbon	traditional	682	[('traditional', 'JJ')]	True	False
polygon	single	74	[('single', 'JJ')]	True	False
mushroom	fresh	148	[('fresh', 'JJ')]	True	False
gibbon	aggressive	32	[('aggressive', 'JJ')]	True	False
humidity level	environmental	592	[('environmental', 'JJ')]	True	False
soft drink	high	125	[('high', 'JJ')]	True	False
computer software	electronic	281	[('electronic', 'JJ')]	True	False
christmas	international	277	[('international', 'JJ')]	True	False
sms	basic	667	[('basic', 'JJ')]	True	False
tobacco use	behavioural	16	[('behavioural', 'JJ')]	True	False
photography	technological	54	[('technological', 'JJ')]	True	False
mutual fund	traditional	682	[('traditional', 'JJ')]	True	False
cream	single	74	[('single', 'JJ')]	True	False
wrench	small	653	[('small', 'JJ')]	True	False
match	dangerous	53	[('dangerous', 'JJ')]	True	False
pit bull	aggressive	32	[('aggressive', 'JJ')]	True	False
safe	heavy	207	[('heavy', 'JJ')]	True	False
financial statement	financial	212	[('financial', 'JJ')]	True	False
demand	classical	92	[('classical', 'JJ')]	True	False
dynamic	biophysical	17	[('biophysical', 'JJ')]	True	False
plate	small	653	[('small', 'JJ')]	True	False
vegetable	complete	13	[('complete', 'JJ')]	True	False
string	basic	667	[('basic', 'JJ')]	True	False
biological diversity	environmental	592	[('environmental', 'JJ')]	True	False
trust	social	388	[('social', 'JJ')]	True	False
lawn	seasonal	75	[('seasonal', 'JJ')]	True	False
radiology	diagnostic	65	[('diagnostic', 'JJ')]	True	False
fruit	agricultural	114	[('agricultural', 'JJ')]	True	False
avocado	natural	709	[('natural', 'JJ')]	True	False
door	physical	686	[('physical', 'JJ')]	True	False
gym	modern	309	[('modern', 'JJ')]	True	False
copper	structural	156	[('structural', 'JJ')]	True	False
accommodation	basic	667	[('basic', 'JJ')]	True	False
hairdresser	small	653	[('small', 'JJ')]	True	False
radiography	traditional	682	[('traditional', 'JJ')]	True	False
radiator	hot	59	[('hot', 'JJ')]	True	False
genotype	viral	54	[('viral', 'JJ')]	True	False
manicure	natural	709	[('natural', 'JJ')]	True	False
xml	open	86	[('open', 'JJ')]	True	False
white	ethnic	20	[('ethnic', 'JJ')]	True	False
marigold species	 edible	19	[('edible', 'JJ')]	True	False
information technology	administrative	93	[('administrative', 'JJ')]	True	False
garage	large	852	[('large', 'JJ')]	True	False
spleen	soft	247	[('soft', 'JJ')]	True	False
shell	multinational	53	[('multinational', 'JJ')]	True	False
oat bran	high	125	[('high', 'JJ')]	True	False
washington post	american	86	[('american', 'JJ')]	True	False
silica fume	supplementary	33	[('supplementary', 'JJ')]	True	False
glass	ceramic	25	[('ceramic', 'JJ')]	True	False
entrepreneur	 individual	182	[('individual', 'JJ')]	True	False
pastel	mixed	24	[('mixed', 'JJ')]	True	False
small size	desirable	29	[('desirable', 'JJ')]	True	False
satellite imagery	geographic	34	[('geographic', 'JJ')]	True	False
spinach	cruciferous	22	[('cruciferous', 'JJ')]	True	False
relaxation	beneficial	42	[('beneficial', 'JJ')]	True	False
korean	asian	38	[('asian', 'JJ')]	True	False
amphibole	heavy	207	[('heavy', 'JJ')]	True	False
book	normal	79	[('normal', 'JJ')]	True	False
gravel	porous	73	[('porous', 'JJ')]	True	False
fax	private	142	[('private', 'JJ')]	True	False
raptor	avian	14	[('avian', 'JJ')]	True	False
mint	small	653	[('small', 'JJ')]	True	False
space	physical	686	[('physical', 'JJ')]	True	False
spina bifida	medical	456	[('medical', 'JJ')]	True	False
price	practical	121	[('practical', 'JJ')]	True	False
labor	real	43	[('real', 'JJ')]	True	False
lahore	big	266	[('big', 'JJ')]	True	False
morocco	northern	42	[('northern', 'JJ')]	True	False
liposuction	cosmetic	64	[('cosmetic', 'JJ')]	True	False
chanel	famous	126	[('famous', 'JJ')]	True	False
lumber	industrial	201	[('industrial', 'JJ')]	True	False
anhedonia	negative	109	[('negative', 'JJ')]	True	False
clutch	wearable	24	[('wearable', 'JJ')]	True	False
oxfam	international	277	[('international', 'JJ')]	True	False
grand opening	corporate	79	[('corporate', 'JJ')]	True	False
celine dion	musical	86	[('musical', 'JJ')]	True	False
humility	professional	165	[('professional', 'JJ')]	True	False
lime	fresh	148	[('fresh', 'JJ')]	True	False
liquid crystal	visual	96	[('visual', 'JJ')]	True	False
gas	hazardous	102	[('hazardous', 'JJ')]	True	False
heart disease	 irreversible	10	[('irreversible', 'JJ')]	True	False
panic disorder	psychological	106	[('psychological', 'JJ')]	True	False
parkinson s disease	medical	456	[('medical', 'JJ')]	True	False
leadership	transferable	34	[('transferable', 'JJ')]	True	False
gender	traditional	682	[('traditional', 'JJ')]	True	False
work	daily	99	[('daily', 'JJ')]	True	False
stick	small	653	[('small', 'JJ')]	True	False
word processing	traditional	682	[('traditional', 'JJ')]	True	False
glass	valuable	127	[('valuable', 'JJ')]	True	False
fertilizers	 expensive	20	[('expensive', 'JJ')]	True	False
canoeing	adventurous	20	[('adventurous', 'JJ')]	True	False
ceramic	hard	160	[('hard', 'JJ')]	True	False
ceramic	natural	709	[('natural', 'JJ')]	True	False
earning	financial	212	[('financial', 'JJ')]	True	False
omega 3 fatty acid	essential	297	[('essential', 'JJ')]	True	False
service	advanced	233	[('advanced', 'JJ')]	True	False
ankara	big	266	[('big', 'JJ')]	True	False
nibbler	 individual	182	[('individual', 'JJ')]	True	False
save the children	international	277	[('international', 'JJ')]	True	False
comorbidity	potential	99	[('potential', 'JJ')]	True	False
kitty litter	abrasive	26	[('abrasive', 'JJ')]	True	False
illness	temporary	54	[('temporary', 'JJ')]	True	False
pump	common medical	14	[('common', 'JJ'), ('medical', 'JJ')]	True	False
infectious disease	medical	456	[('medical', 'JJ')]	True	False
linoleic	essential	297	[('essential', 'JJ')]	True	False
cast iron	hard	160	[('hard', 'JJ')]	True	False
bing	commercial	172	[('commercial', 'JJ')]	True	False
light switch	common	802	[('common', 'JJ')]	True	False
wales	english	18	[('english', 'JJ')]	True	False
rice	second	12	[('second', 'JJ')]	True	False
belt	movable	11	[('movable', 'JJ')]	True	False
clam	aquatic	90	[('aquatic', 'JJ')]	True	False
lactose intolerance	medical	456	[('medical', 'JJ')]	True	False
peugeot	reputable	10	[('reputable', 'JJ')]	True	False
senior	vulnerable	45	[('vulnerable', 'JJ')]	True	False
confusion	neuropsychiatric	23	[('neuropsychiatric', 'JJ')]	True	False
american economic review	academic	69	[('academic', 'JJ')]	True	False
maldives	small	653	[('small', 'JJ')]	True	False
ear	limited	34	[('limited', 'JJ')]	True	False
dehydration	external	443	[('external', 'JJ')]	True	False
chart	visual	96	[('visual', 'JJ')]	True	False
cell phones	 ubiquitous	17	[('ubiquitous', 'JJ')]	True	False
research	functional	143	[('functional', 'JJ')]	True	False
carrier concentration	electrical	163	[('electrical', 'JJ')]	True	False
paint	solid	124	[('solid', 'JJ')]	True	False
talk	regular	82	[('regular', 'JJ')]	True	False
aggression	common	802	[('common', 'JJ')]	True	False
bag	loose	68	[('loose', 'JJ')]	True	False
gnat	small	653	[('small', 'JJ')]	True	False
nmr	structural	156	[('structural', 'JJ')]	True	False
lockheed martin	american	86	[('american', 'JJ')]	True	False
ball game	recreational	163	[('recreational', 'JJ')]	True	False
eucalyptus	green	60	[('green', 'JJ')]	True	False
coenzyme q10	natural	709	[('natural', 'JJ')]	True	False
housing condition	environmental	592	[('environmental', 'JJ')]	True	False
roquefort	soft	247	[('soft', 'JJ')]	True	False
sift	famous	126	[('famous', 'JJ')]	True	False
name	administrative	93	[('administrative', 'JJ')]	True	False
busch gardens	local	332	[('local', 'JJ')]	True	False
water absorption	ceramic	25	[('ceramic', 'JJ')]	True	False
air conditioner	large	852	[('large', 'JJ')]	True	False
pasta	white	65	[('white', 'JJ')]	True	False
soya	edible	49	[('edible', 'JJ')]	True	False
lady beetle	natural	709	[('natural', 'JJ')]	True	False
e-mail	basic	667	[('basic', 'JJ')]	True	False
senegal	african	36	[('african', 'JJ')]	True	False
lane departure warning	innovative	31	[('innovative', 'JJ')]	True	False
banana	local	332	[('local', 'JJ')]	True	False
virus	unwanted	45	[('unwanted', 'JJ')]	True	False
tuberculosis	infectious	22	[('infectious', 'JJ')]	True	False
washington post	popular	467	[('popular', 'JJ')]	True	False
porcupine	nocturnal	13	[('nocturnal', 'JJ')]	True	False
a m best	independent	50	[('independent', 'JJ')]	True	False
energy	textural	12	[('textural', 'JJ')]	True	False
waste	combustible	79	[('combustible', 'JJ')]	True	False
google scholar	academic	69	[('academic', 'JJ')]	True	False
pocket knife	sharp	49	[('sharp', 'JJ')]	True	False
quilt	soft	247	[('soft', 'JJ')]	True	False
vitamin d deficiency	nutritional	48	[('nutritional', 'JJ')]	True	False
lithium	combustible	79	[('combustible', 'JJ')]	True	False
joint pain	common	802	[('common', 'JJ')]	True	False
backup	administrative	93	[('administrative', 'JJ')]	True	False
spindle	common	802	[('common', 'JJ')]	True	False
accountancy	traditional	682	[('traditional', 'JJ')]	True	False
platform	optional	126	[('optional', 'JJ')]	True	False
estonia	eastern	40	[('eastern', 'JJ')]	True	False
family	traditional	682	[('traditional', 'JJ')]	True	False
national aeronautics	independent	50	[('independent', 'JJ')]	True	False
finite element analysis	scientific	55	[('scientific', 'JJ')]	True	False
uml	graphical	34	[('graphical', 'JJ')]	True	False
avoidance	secondary	180	[('secondary', 'JJ')]	True	False
ether	volatile	92	[('volatile', 'JJ')]	True	False
turquoise	natural	709	[('natural', 'JJ')]	True	False
shock	temporary	54	[('temporary', 'JJ')]	True	False
tuna	large	852	[('large', 'JJ')]	True	False
glass	essential	297	[('essential', 'JJ')]	True	False
power plant	stationary	18	[('stationary', 'JJ')]	True	False
house	private	142	[('private', 'JJ')]	True	False
reverse osmosis	expensive	62	[('expensive', 'JJ')]	True	False
linux	free	99	[('free', 'JJ')]	True	False
sucrose	soluble	36	[('soluble', 'JJ')]	True	False
razor blade	sharp	49	[('sharp', 'JJ')]	True	False
saturday evening post	national	122	[('national', 'JJ')]	True	False
failover server	conventional	429	[('conventional', 'JJ')]	True	False
eland	large	852	[('large', 'JJ')]	True	False
lettuce	edible	49	[('edible', 'JJ')]	True	False
pepper	fresh	148	[('fresh', 'JJ')]	True	False
internet	open	86	[('open', 'JJ')]	True	False
chemistry	natural	709	[('natural', 'JJ')]	True	False
corneal ulcer	serious	276	[('serious', 'JJ')]	True	False
motor	active	130	[('active', 'JJ')]	True	False
engine	large	852	[('large', 'JJ')]	True	False
hyperlipidemia	pathological	80	[('pathological', 'JJ')]	True	False
sediment	solid	124	[('solid', 'JJ')]	True	False
marketing	peripheral	67	[('peripheral', 'JJ')]	True	False
fool	 individual	182	[('individual', 'JJ')]	True	False
last name	personal	635	[('personal', 'JJ')]	True	False
gone with the wind	popular	467	[('popular', 'JJ')]	True	False
thromboembolism	serious	276	[('serious', 'JJ')]	True	False
methanol	low	51	[('low', 'JJ')]	True	False
jewelry	valuable	127	[('valuable', 'JJ')]	True	False
department of justice	federal	114	[('federal', 'JJ')]	True	False
newspaper	modern	309	[('modern', 'JJ')]	True	False
grasshopper	small	653	[('small', 'JJ')]	True	False
cooperation	positive	70	[('positive', 'JJ')]	True	False
oil	nonrenewable	12	[('nonrenewable', 'JJ')]	True	False
pigment	conventional	429	[('conventional', 'JJ')]	True	False
soil quality	environmental	592	[('environmental', 'JJ')]	True	False
oil	residual	12	[('residual', 'JJ')]	True	False
lake	fresh	148	[('fresh', 'JJ')]	True	False
communication	social	388	[('social', 'JJ')]	True	False
video	authentic	23	[('authentic', 'JJ')]	True	False
true bugs	 aquatic	11	[('aquatic', 'JJ')]	True	False
ngos	social	388	[('social', 'JJ')]	True	False
safety	institutional	48	[('institutional', 'JJ')]	True	False
immunotherapy	systemic	124	[('systemic', 'JJ')]	True	False
temperature	synthetic	126	[('synthetic', 'JJ')]	True	False
scalar	 variable	12	[('variable', 'JJ')]	True	False
vegetable oil	biological	197	[('biological', 'JJ')]	True	False
monster com	free	99	[('free', 'JJ')]	True	False
capacitance	electrical	163	[('electrical', 'JJ')]	True	False
card	physical	686	[('physical', 'JJ')]	True	False
k mean	conventional	429	[('conventional', 'JJ')]	True	False
fluorescent lamp	traditional	682	[('traditional', 'JJ')]	True	False
wheat	complex	256	[('complex', 'JJ')]	True	False
general electric	large	852	[('large', 'JJ')]	True	False
carbon fiber	advanced	233	[('advanced', 'JJ')]	True	False
fee	economic	142	[('economic', 'JJ')]	True	False
dichloromethane	common	802	[('common', 'JJ')]	True	False
coin	solid	124	[('solid', 'JJ')]	True	False
knot	natural	709	[('natural', 'JJ')]	True	False
nylon 6	aliphatic	53	[('aliphatic', 'JJ')]	True	False
polyethylene terephthalate	organic	355	[('organic', 'JJ')]	True	False
acrylic resin	organic	355	[('organic', 'JJ')]	True	False
sulfur	undesirable	45	[('undesirable', 'JJ')]	True	False
low income	socio economic	34	[('socio', 'JJ'), ('economic', 'JJ')]	True	False
magnesium	dietary	96	[('dietary', 'JJ')]	True	False
page view	technical	122	[('technical', 'JJ')]	True	False
herpesviruses	large	852	[('large', 'JJ')]	True	False
berry	healthy	115	[('healthy', 'JJ')]	True	False
absorption	secondary	180	[('secondary', 'JJ')]	True	False
regulation	administrative	93	[('administrative', 'JJ')]	True	False
london eye	famous	126	[('famous', 'JJ')]	True	False
sea anemones	 carnivorous	29	[('carnivorous', 'JJ')]	True	False
coagulation	physicochemical	72	[('physicochemical', 'JJ')]	True	False
lake	sensitive	195	[('sensitive', 'JJ')]	True	False
mercedes	german	19	[('german', 'JJ')]	True	False
irritability	physical	686	[('physical', 'JJ')]	True	False
thinner	hazardous	102	[('hazardous', 'JJ')]	True	False
feeding	environmental	592	[('environmental', 'JJ')]	True	False
diskette	removable	34	[('removable', 'JJ')]	True	False
anarchist	 radical	23	[('radical', 'JJ')]	True	False
twitter	electronic	281	[('electronic', 'JJ')]	True	False
brick	natural	709	[('natural', 'JJ')]	True	False
evaluation	intellectual	16	[('intellectual', 'JJ')]	True	False
urea	commercial	172	[('commercial', 'JJ')]	True	False
hippopotamus	large	852	[('large', 'JJ')]	True	False
mineral oil	 flammable	15	[('flammable', 'JJ')]	True	False
irs	federal	114	[('federal', 'JJ')]	True	False
muscular dystrophy	genetic	42	[('genetic', 'JJ')]	True	False
initial ph	operational	69	[('operational', 'JJ')]	True	False
methane	poisonous	16	[('poisonous', 'JJ')]	True	False
wall street journal	financial	212	[('financial', 'JJ')]	True	False
happiness	good	61	[('good', 'JJ')]	True	False
rice	small	653	[('small', 'JJ')]	True	False
concrete	architectural	54	[('architectural', 'JJ')]	True	False
shiner	live	65	[('live', 'JJ')]	True	False
apple	great	178	[('great', 'JJ')]	True	False
moth	small	653	[('small', 'JJ')]	True	False
polycarbonate	optical	72	[('optical', 'JJ')]	True	False
tooth decay	oral	110	[('oral', 'JJ')]	True	False
teeth whitening	cosmetic	64	[('cosmetic', 'JJ')]	True	False
microphone	external	443	[('external', 'JJ')]	True	False
photodiode	optical	72	[('optical', 'JJ')]	True	False
drowsiness	neurological	68	[('neurological', 'JJ')]	True	False
sugar	sensitive	195	[('sensitive', 'JJ')]	True	False
mobile phone	electric	41	[('electric', 'JJ')]	True	False
dna	natural	709	[('natural', 'JJ')]	True	False
liposuction	invasive	67	[('invasive', 'JJ')]	True	False
washington post	new	16	[('new', 'JJ')]	True	False
irrigation	normal	79	[('normal', 'JJ')]	True	False
greenpeace	international	277	[('international', 'JJ')]	True	False
chair	ordinary	32	[('ordinary', 'JJ')]	True	False
michael jordan	legendary	13	[('legendary', 'JJ')]	True	False
carboxylic acid	organic	355	[('organic', 'JJ')]	True	False
point of view	narrative	10	[('narrative', 'JJ')]	True	False
aphid	common	802	[('common', 'JJ')]	True	False
fire department	local	332	[('local', 'JJ')]	True	False
preservative	auxiliary	74	[('auxiliary', 'JJ')]	True	False
eel	live	65	[('live', 'JJ')]	True	False
weight	environmental	592	[('environmental', 'JJ')]	True	False
frustration	emotional	38	[('emotional', 'JJ')]	True	False
yard	open	86	[('open', 'JJ')]	True	False
engine oil	flammable	80	[('flammable', 'JJ')]	True	False
basketball	common	802	[('common', 'JJ')]	True	False
tool	personal	635	[('personal', 'JJ')]	True	False
banknote	high	125	[('high', 'JJ')]	True	False
heart rate	biological	197	[('biological', 'JJ')]	True	False
acetone	aliphatic	53	[('aliphatic', 'JJ')]	True	False
crop residue	lignocellulosic	15	[('lignocellulosic', 'JJ')]	True	False
coal	conventional	429	[('conventional', 'JJ')]	True	False
eli lilly	pharmaceutical	45	[('pharmaceutical', 'JJ')]	True	False
belief	affective	19	[('affective', 'JJ')]	True	False
zinnia	annual	52	[('annual', 'JJ')]	True	False
wildlife	renewable	60	[('renewable', 'JJ')]	True	False
game	physical	686	[('physical', 'JJ')]	True	False
instrument	advanced	233	[('advanced', 'JJ')]	True	False
depression	potential	99	[('potential', 'JJ')]	True	False
diving	adventurous	20	[('adventurous', 'JJ')]	True	False
camden	urban	75	[('urban', 'JJ')]	True	False
concentration	operational	69	[('operational', 'JJ')]	True	False
body temperature	physiological	81	[('physiological', 'JJ')]	True	False
animal	complex	256	[('complex', 'JJ')]	True	False
order	popular	467	[('popular', 'JJ')]	True	False
tape	mechanical	187	[('mechanical', 'JJ')]	True	False
coke	carbonaceous	14	[('carbonaceous', 'JJ')]	True	False
confusion	clinical	183	[('clinical', 'JJ')]	True	False
eyeglass	medical	456	[('medical', 'JJ')]	True	False
robotic	advanced	233	[('advanced', 'JJ')]	True	False
polyvinylpyrrolidone	water-soluble	10	[('water-soluble', 'JJ')]	True	False
security	basic	667	[('basic', 'JJ')]	True	False
chest pain	physical	686	[('physical', 'JJ')]	True	False
clothing	loose	68	[('loose', 'JJ')]	True	False
mass	continuous	45	[('continuous', 'JJ')]	True	False
adobe	local	332	[('local', 'JJ')]	True	False
temperature	local	332	[('local', 'JJ')]	True	False
tobacco	environmental	592	[('environmental', 'JJ')]	True	False
socioeconomic status	social	388	[('social', 'JJ')]	True	False
lunge	basic	667	[('basic', 'JJ')]	True	False
rousseau	classic	86	[('classic', 'JJ')]	True	False
oven	modern	309	[('modern', 'JJ')]	True	False
apple	famous	126	[('famous', 'JJ')]	True	False
piano	large	852	[('large', 'JJ')]	True	False
modeling	instructional	22	[('instructional', 'JJ')]	True	False
proteomic	technological	54	[('technological', 'JJ')]	True	False
kuala lumpur	asian	38	[('asian', 'JJ')]	True	False
livestock	domestic	82	[('domestic', 'JJ')]	True	False
commodity	physical	686	[('physical', 'JJ')]	True	False
china	high	125	[('high', 'JJ')]	True	False
praise	extrinsic	42	[('extrinsic', 'JJ')]	True	False
diet	natural	709	[('natural', 'JJ')]	True	False
thrush	opportunistic	19	[('opportunistic', 'JJ')]	True	False
turkey	exotic	119	[('exotic', 'JJ')]	True	False
company	detailed	63	[('detailed', 'JJ')]	True	False
comic	educational	56	[('educational', 'JJ')]	True	False
python	popular	467	[('popular', 'JJ')]	True	False
excel	statistical	99	[('statistical', 'JJ')]	True	False
aluminium	durable	64	[('durable', 'JJ')]	True	False
income	socioeconomic	32	[('socioeconomic', 'JJ')]	True	False
stress management	conservative	33	[('conservative', 'JJ')]	True	False
mating	social	388	[('social', 'JJ')]	True	False
huntington's disease	neurodegenerative	22	[('neurodegenerative', 'JJ')]	True	False
age	sociodemographic	28	[('sociodemographic', 'JJ')]	True	False
metal	reusable	12	[('reusable', 'JJ')]	True	False
cable television	modern	309	[('modern', 'JJ')]	True	False
textbook	secondary	180	[('secondary', 'JJ')]	True	False
institute of electrical	professional	165	[('professional', 'JJ')]	True	False
vagrant	 individual	182	[('individual', 'JJ')]	True	False
predator	biotic	17	[('biotic', 'JJ')]	True	False
nutrition	extrinsic	42	[('extrinsic', 'JJ')]	True	False
watery eye	seasonal	75	[('seasonal', 'JJ')]	True	False
mite	common	802	[('common', 'JJ')]	True	False
heart attack	severe	151	[('severe', 'JJ')]	True	False
electrical	elementary	17	[('elementary', 'JJ')]	True	False
hot	environmental	592	[('environmental', 'JJ')]	True	False
tupac shakur	political	40	[('political', 'JJ')]	True	False
height	anatomical	16	[('anatomical', 'JJ')]	True	False
lead	industrial	201	[('industrial', 'JJ')]	True	False
material	physical	686	[('physical', 'JJ')]	True	False
iucn	international	277	[('international', 'JJ')]	True	False
demographic	potential	99	[('potential', 'JJ')]	True	False
shelf	removable	34	[('removable', 'JJ')]	True	False
cylinder	suitable	205	[('suitable', 'JJ')]	True	False
destination	basic	667	[('basic', 'JJ')]	True	False
magazine	serial	15	[('serial', 'JJ')]	True	False
austria	northern	42	[('northern', 'JJ')]	True	False
butyl	 radical	23	[('radical', 'JJ')]	True	False
vaccine	medical	456	[('medical', 'JJ')]	True	False
quartz	secondary	180	[('secondary', 'JJ')]	True	False
family	cultural	99	[('cultural', 'JJ')]	True	False
paint thinner	volatile	92	[('volatile', 'JJ')]	True	False
display	promotional	68	[('promotional', 'JJ')]	True	False
deer	large	852	[('large', 'JJ')]	True	False
banana republic	national	122	[('national', 'JJ')]	True	False
diabetes mellitus	pathological	80	[('pathological', 'JJ')]	True	False
stephen king	famous	126	[('famous', 'JJ')]	True	False
control	practical	121	[('practical', 'JJ')]	True	False
urbanisation	global	202	[('global', 'JJ')]	True	False
texture	critical	172	[('critical', 'JJ')]	True	False
sandwich	prepared	13	[('prepared', 'JJ')]	True	False
