animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa
more important than strength	valuable human strength,strength characteristic,strength,strength property,great strength,physical ability,physical capacity,physico mechanical property,industrial strength,mechanical strength property
very tired	ready to eat perishable food,experienced unusual heartbeat,ready to eat food,eating healthier food
nighttime	night,evening,peak time
good to have rest	free period refreshment,free refreshment,light refreshment,simple refreshment,relaxing favorite
full of weird meat	ready to serve food,ready to eat meat,exciting australian meat,grilled meat dish
free in every town every week	nice freebie,freebie,free stuff
subject to lightening	low light environment,medium light condition,light illuminating landmark,low ambient light condition
belong to us	client s property,loved,belonging,small belonging,animal s natural home,file s property,personal belonging
cute except snakes	cute animal,lifelike animal,smallest mammal,small furry,non mammalian animal,non mammal,intelligent mammal,snub nosed animal
clouded by desire	includelearningtoexpresssocially unaccepted emotion,positive emotional state,low arousal state,discrete emotion,emotional aspect,hitler s intimate
difficult to live with	poor mental health,social ill,severe mental health issue,unmanaged health issue,stressful culture condition,chronic imbalance,severe mental health problem,chronic health risk,serious health problem
addictive for people	addictive activity,addictive goods,addictive substance,addictive chemical,addictive habit,addicting and deadly drug,addictive drug,addictive behavior
different from role plays	good drama,modern drama,play function,drama lesson
more strenuous than others	non strenuous activity,strenuous activity,long term strenuous activity,strenuous physical activity,strenuous exercise,mind body exercise,straightforward exercise,hands on activity,multifaceted physical activity,mentally challenging activity
abbreviated to ass	snri,ap,igr,exemplary sga,abbreviated word,hdaci
past or present	present,future,indefinite lived intangible,memorable concept,tense,life context,historical concept,increasingly many scenario,better known aspect
very common in computer industry	purpose computer,computer tool,computer part,computer component
good for playing music	small musical instrument,elaborate and distinctive musical instrument,music instrument
polluted and harmful to environment	man made pollutant,air toxic,dangerous known pollutant,harmful pollutant,criterion pollutant,persistent pollutant,harmful environmental pollutant,emerging pollutant,floatable pollutant,air -toxic
one of largest continents	continent,high latitude country,geographically large country,large and regionally diverse country,dry continent,large and diverse country,world region,large country
very important to researchers	key study characteristic,domain specific knowledge,purely scientific subject,scientific subject,best research,well known research result,research interest,pre analytical aspect of the research
logical	comprehend basic logical construct,simple concept,mode of reasoning,crisp logic,observable,complicated concept,intuitive primitive
unintentional	trivial event,accidental event,nasty aspect result,super normal incident
far from universal	indefinite lived intangible,positive modern concept,fundamental,prevailing concept,outmoded concept,emollient
same as perfect	ideal,great,special,good,all time great
playing in plays	outside actor,singing classic number,emancipated player
working in theater	incredibly talented performer,well known performer,theatrical person,great performer,non traditional actor
only appropriate upon invasion	military or security purpose,non traditional security threat,non traditional threat,barring some sort of crisis
difficult and costly	difficult task,time consuming task,tough task,cost saving effort,difficult work,time consuming manual task,intensive task,complicated task
more expensive than c ar	inexpensive alternative,low cost option,3v adc,modern alternative,fluid end expendable,inexpensive basic,conventional rs dds,affordable option
great for elderly	potential several wellness,therapeutic,healthy stress reducing activity,potential several health,relaxing treatment,healthy self care routine,healthy distraction,creature comfort,free period refreshment
different than weight training	form of weight training,physical training,strength training,regular weight bearing exercise,weight-bearing aerobic exercise,fitness discipline
unreliable	non cms user,unusual commenter,occlusive
not cost effective	cost effective solution,cost effective cvd based technique,cost saving effort,leveraging j2ee technology,expensive option,reducing additional risk factor,locality enhancing approach,non technical option,innovative option,short term better management option
objectionable to many people	deleterious material,unsafe practice,prohibitive practice,hazardous product,damaging environmental factor,overuse vague term,seriously harmful behavior
popular with young people	educational and fun activity,old fashioned summertime fun,educational alternative,fun,popular favorite,relaxing favorite,educational option,kid favorite,popular educational tool,fun name
more likely to have autistic features	disadvantaged individual,immuno compromised person,socially disadvantaged student,immunosuppressed individual,immunocompromised person,sensitive individual
more likely to have ocd features	immuno compromised person,immunocompromised person,immunosuppressed individual,obese mean more illness
elder to kids	youngster,young person,young child,celebrity parent,small child
shaped like eels	small shoaling fish,small benthic fish,small non aggressive fish,small crustacean,fin nippers,firm-fleshed fish
staying with kathy evening	choosing miami beach vacation rental,long time friend,first time car buyer,singing classic number
less temperamental in high pressure loads	common heat transfer fluid,conventional heat transfer fluid,traditional heat transfer fluid,non corrosive metal,non metal chemical,dangerous pressure medium
affixed to packages	outer packaging,prefilled package,protective packaging material,envelope component,disposable packaging,packaging characteristic,packaging item
affixed to envelope	plain envelope bearing nothing,printed label,printed photographic personalised card,carrying label,envelope component,printable,time stamped document,printed item,fax large document
intelligent in own way	intelligent creature,intelligent animal,intellectual,sentient being,human,heterogeneous intelligent agent,intellectual person,mood tamer,vivid and bold blind,creative
red yellow or green	fruity red,orange,green,dark green or purple variety
feasible	intriguing option,viable option,great option,innovative option,valuable option,alternative
ineffective towards killing virus	potential mass immunizers,antithrombotic,potential anti biofilm therapeutic target,immune based therapeutic,good antivirus,pharmaceutically acceptable,risky antiperspirant,animal friendly mitigation method,high dose progestogen only contraceptive,intermediate dose progestogen only contraceptive
abbreviated to amr	snri,hdaci,igr,ibds,hdac,clrs,lnapls,rate limiting ccb,snris
abs	clrs,mrf,muscle product,nbfc,gpcr,mfs,nic,hbas,mbis
abbreviated to atr	snri,hdaci,clrs,gpcr,nfrs
hardy	hardy green,hardy herb,half hardy annual
controlled through animal vaccination programs	common vaccination,non virus threat,infectious disease threat
accelerating toward sea	severe sea state,hitting indiana s hot spot,moving water,variable ocean condition,buoyant object,extreme hydrologic event,extreme hydrological event,semi enclosed sea,overcrowded ship,fast jet
walking	fast walking method,smooth step,symmetrical gait,performing exercise,wearing shoe
abbreviated to agm	snri,ibds,hdaci,snris,iud,exemplary sga,rate limiting ccb,msa,igp
awesome	great,all time great,great idea,awesome perk,awesome favorite,awesome feature,cool theme,fun
near	closest neighbor,close relative,distant location,china s neighbor,distant relative,hard to reach place,distant site,regional neighbor
territorial	social animal,aggressive animal,social mammal,mood tamer,intelligent animal
sensitive to higher pitches than humans	vocal learner,vocaloid,mute
receptive and open	sensitive individual,outgoing,contemplative,occlusive,intellectual,behaviorist,intellectual person,creative,flocculant
rare and fragile	rare material,precious material,semiprecious gem,genuine gemstone,fragile or valuable item
innocent until proven guilty	innocent,law abiding citizen,committing illegal act,natural or legal person,proclaimed evil
important to enjoyment	worldly pleasure,simple pleasure,pleasure,hands on and sensory experience,enjoyable activity,mundane form of happiness
red and green and ripe	high pectin fruit,sweet juicy fruit,dry or light fruit
about as big as baseballs	hard ball,baseball great,inflatable sport ball,game ball,high tech bat,large object,large sized object,conventional inflatable sport ball,small mid sizes
refreshing to drink	warm noncaffeine beverage,healthy and delicious drink,cool beverage,warm drink,healthy beverage,refreshing material,strong smelling drink
red and juicy	fresh juicy fruit,juicy fruit,hearty green,raw cruciferous vegetable,hearty vegetable,raw or blanched vegetable,sweet juicy fruit
one kind of fruit	low sugar fruit,sweet juicy fruit,popular fruit,fresh juicy fruit,high sugar fruit,dry or light fruit,mixed fruit,seasonal fresh fruit,fresh seasonal fruit
inferior	human,outsider,individual,dependent,human being,ordinary person,homophone
one kind of image	arbitrary image,image,closely related image
allergic to	homeothermic animal,endothermic animal,immunosuppressed individual
one kind of living quarters	multi family dwelling,multi-family dwelling,multi unit dwelling,multi family dwelling unit
cheap housing	housing alternative,good housing,leviton quickport housing
ground and used as spice	ground spice,hard spice,strong spice,heavy spice,dry spice,warm spice,natural spice
rolling with enough pressure	neglecting friction,hitting obstacle,rolling element,roll,hard and flat surface,rolling bearing
very popular	popular favorite,popular american option,popular choice,fun product,popular name,interesting niche product,popular product,seemingly similar form of entertainment
tense irritable and easily upset	occlusive,flocculant,unsympathetic character,alert,self contained nos,dissociative,subject s irritation
more common among introverts	drug induced persistent behavior,behavioral health issue,psychosocial issue,psychosocial variable,negative affective style
favorable flattering and complimentary	emollient,refreshing compliment,thoughtful feature
shaped like trees	part of the tree,tree feature,bear fruit,evergreen sphere,large fruit,large tree,small tree,feature natural wood characteristic
more equal than others	compatible devi ces,individual,human being,alongside peer,sentient being,dependent,idealistic notable,kind,type of humanity
killed and processed for food	boneless meat,warm blooded prey,non meat animal
immune to poisons	homeothermic animal,naturally halal animal,endothermic animal,mono gastric animal,virulent organism,non human life form,high fecundity organism,desiccation tolerant organism,innately resistant organism
colored red	fruity red,red hue,italian red,gabbeh usually bright color,quality italian red,large meaty red yellow bicolored type,top quality italian red,bright vibrant color,bright color,unusual color
valuable as recyclable	recyclable,traditional recyclable material,recyclable material
much harder than wood	hard and brittle material,extremely hard material,hard durable material,super hard material,hard heavy material,hard material,ultra hard material,tough material,soft or average hardness material
abbreviated to msh	rate limiting ccb,ibd,mbts,ptms,brms,hdac
reserved cool and distant	outgoing,flocculant,friendly character,kind,alongside good friend,good and kind neighbor,charming person,thoughtful extra
older than nieces and nephews	extended family member,close family member,family member,male relative,female family member
cold blooded	cold-blooded animal,cold blooded animal,warm blooded animal
carnivorous	omnivorous animal,carnivorous animal,herbivore,carnivorous species,carnivore,herbivorous animal,herbivorous or omnivorous mammal,omnivorous mammal
abbreviated to awd	snri,ncds,dfi
belong to	loved,client s property,compatible devi ces,uncollected entity,traditionally distant partner,alongside companion,china s neighbor,alongside peer,occupant crash datum,small belonging
programmed to consumers	user facing latency sensitive service,currently new sophisticated service,it enabled service,dedicated product,high availability feature,consumer oriented feature,on demand service,easy to use premium feature,combining resource limited device
born small and then get bigger	non human life form,terrestrial,smallest organism,large and small animal,large organism,large brained social animal,simple animal
born and then grow larger	non human life form,countless animal,smallest organism,large organism,living creature,large and small animal
very powerful hard to control emotions	extremely powerful creature,weve blended soothing emollient,dissociative,cathartic,natural emollient,occlusive
popular in parades	parade,motorized vehicle,iconic rider,famous cyclist,inflatable figure,riding toy,iconic animal,non motorized vehicle
fatal if not treated immediately	severe ischemic complication,life threatening complication,rare life threatening complication,fatal complication
synonymous with obsessive compulsive personality disorder	serious mental health disorder,psychosomatic disorder,common mental health disorder
important to chess players	key character building skill,in game method,level skill,key transferable skill,real world skill,practical aspect of game design
tense looking for ways to relax	practicing stress reduction activity,adopting healthy habit,experienced unusual heartbeat,south live sedentary person,practicing relaxation technique,eating healthier food,changing habit,ready to eat perishable food
proud of heritage	wealthy new yorker,non han chinese person,non citizen,cosmopolitan,rich,law abiding citizen,prominent american
proud of freedoms	law abiding citizen,non citizen,communitarian,wealthy new yorker,nationalist
very fond of ketchup	human,ready to eat perishable food,wealthy new yorker,experienced unusual heartbeat,ready to eat food,eating high fiber food,asian person,gourmet coffee drinker,rich,first time car buyer
more like rugby than football	league sport,national game,premium football competition,sports style game,exciting sport game,great game,exciting side game,club sport,team game
different than australian english	non european language,conventional language,australian language,english lexified creole language,inflectionally rich language,english-lexified creole language,established language,pcie vernacular,popular language,inflected language
different from british english	english equivalent,conventional language,non european language,pcie vernacular,common language,popular language
short for goodbye	informal mean,bye works,kind word,one word,short term,historically significant short,tense
effective with slower students	excellent learning aid,expanded core curriculum skill,background self directed learning skill,hands on class
fierce	aggressive animal,daytime non hostile animal,mood tamer,big animal,frightening monicker,wild beast,dangerous animal
harsh discordant sound	unusual sound,percussive sound,natural sound,high pitched sound,nonvocal sound,high pitched intermittent sound,biologically relevant sound,external sound,iconic sound,everyday sound
last	foregoing word,syllable nn name,gender neutral pronoun,proper noun
long and very thin	large length,thin object,fold shorter item,narrow item,long object,long item,narrow object
california	california city,large california system,san gabriel valley city,part of arizona,pacific rim country,sacramento neighborhood,southern u s state,san francisco s most scenic neighborhood,sunbelt state,pacific ocean coastal city
handy for mending wood furniture	easy to use tool,standard household tool,thismeans thattraditional tool,unnecessary tool,handy tool,lightweight tool
third letter of alphabet	letter word,letter suffix,syllable nn name,letter,four letter type,linear alphabet,non alphanumeric character,alphabetic script,diacritic
likely to hurt feet	mild foot problem,unnecessary physical movement,tripping hazard,regular moderate exercise,neglecting friction,serious foot ailment,wasteful step,faulty foot structure,minor leg problem,moderate exercise
willing to sell to	large scale purchaser,large volume buyer,big buyer,large volume purchaser,institutional buyer,potential buyer,owning high quality resell right,company s retail customer,financial buyer,large consumer
pretty expensive	unusually expensive item,expensive item,luxury good
less expensive than buying single items	buying major appliance,purchasing work related item,purchasing material,ordinary consumer transaction,purchasing foreign currency,purchasing camping equipment,expensive purchase,routine purchase,purchase liquid
more than one button	single button,preset button,button,essential button,hardware button,web page button,option button
considered rude	inappropriate language,derogatory remark,taunt user,modern insult,mean,derogatory item,judgmental remark
only alive for few hours	sympodial terrestrial,terrestrial,living creature,non human life form,hibernating animal
right handed	overhand athlete,extremely capable jumper,olympic athlete,great athlete
likely to sing song	human,experienced unusual heartbeat,singing classic number,mute,vocal learner,south live sedentary person,ready to eat perishable food,mood tamer,ready to eat food
angry if frowning	flocculant,sullen crabbed scowling word,human
possible	intriguing option,real world essential,viable option,great option,increasingly many scenario,plausible scenario
available on tape	classic abbey road tape effect,n t live without feature,popular video audio format,high quality sound format,high resolution audio file,standard disc based format,high resolution audio format,popular and common audio format
very trying	combining advanced technique,difficult and esoteric experiment,unsupervised method,combining multiple technique
very fun	fun,fun activity,fun filled activity,fun event,educational and fun activity,old fashioned summertime fun,outdoor fun activity,round recreational activity
abbreviated to csi	snri,hdaci,ncds,ibds
more than just meaning	meaning,heuristic meaning,precise meaning,semantic concept,fundamental semantic concept,unrelated meaning
spongy	gummed sweet,soft or green material,springy material,soft and wrinkle resistant item,comparitely soft material,phyllosilicate,soft material,non friable material,solid sorbent,aromatic white
west of nevada	sparsely populated state,part of the us,part of arizona,southern u s state,sun belt state,big state,u s state,us state,part of america
famous for sunny sandy beaches	coastal and low lying vacation area,lovely seaside village,beautiful beach,beach resort city,popular sandy beach,large coastal state,popular offshore country,devon s pretty seaside resort,beach town
printed material	printed matter,non print material,printed medium,printed product
more difficult than algebra	more advanced math,basic linear algebra topic,math,math skill
useful in chemistry class	excellent learning aid,chemistry basic,teaching fundamental physical chemistry concept,review basic math concept,modern teaching aid,well established educational tool,modern teaching tool,popular educational tool
almost like small computer	small computer,general purpose computer,modern computer,separate computer,handheld computer,external computer,mechanical computer,portable computer,computer,electro mechanical computer
essential for human life	essential,basic essential,alongside essential,product s vital component,vital
more important than valuables	valuable,personal valuable,valuable asset,hertfordshire s most valuable asset,definite lived intangible asset,appreciated asset,critical asset,identifiable definite lived intangible asset,intrinsic value
plain	conventional form,basic,molded in feature,graphic
most likely small stream	water stream,stream,small river,seasonal and few perennial river,perennial river,large river,natural watercourse,tributary,watercourse,river feature
full of running water	ground water worthy area,water way,round cornered irregular swimming pool,drier,large basin,dry place
worthless and useless unless fixed	redundant and hot swappable component,expensive or irreplaceable item,nonoperating item,worthless item,field replaceable component,breakable or high value item,increasingly valuable yet portable item
very nutritious	nutritious item,nutritious and appealing food,nutritious food,soft nutritious food,healthy whole food
abbreviated to bnfl	snri,nbfc,igr,clrs,gpcr
funny to americans	funny stuff,emollient,flocculant,funny name,grotesque,typically unusual and humorous subject,mordant,typical it,provocative humor,fair
fragile quite like ceramic pottery	ceramic,traditional ceramic,high quality ceramic type,advanced ceramic,bioinert ceramic,ceramic material,bioactive ceramic,glazed ceramic
arched to make stronger	totally non rigid mean of support,non rigid mean of support,flexible body member,load carrying skeletal member,straight,large length,flexible member,non wooden part
similar to receipe	local search heuristic,bpl s eresources,incorporating additional information
more expensive than coach class seats	large seating option,coach feature,seater minivan rental,standard cabin category
more expensive than other seats	large seating option,great seating choice,car seat,seat,convertible high chair,front seat,auxiliary seating accommodation,adjustable chair
more expensive than economy class	luxurious option,luxury option,affordable option,high end quality luxury vehicle,powerful prestige vehicle,upscale extra,budget car
more expensive than coach class	mode of special transportation,in flight passenger service,public transport option,perfect transportation option
important for successful practice	improving relevant skill,key aspect of self management,faculty traditional perquisite
subject to litigation	legal issue,legal matter,favorable case,ongoing lawsuit,legal term,generally applicable contract defense,common interest
yellow with black stripes	large meaty red yellow bicolored type,standard color,single color,solid seat cover color
useful for mass transit	mean of public transport,mode of public transport,public mean of transportation,personal mean of transportation,form of public transportation,mode of transportation,dependable public transportation,mode of special transportation,public transportation option,transportation option
crowded during rush hour	metro s interchange station,high foot traffic area,high traffic area,high-traffic area,high traffic commercial area,rush hour route,incorporating various side street,public passenger transportation terminal
crowded with people	crowded place,large public place,upmarket area,large public area,public place,high traffic commercial area,outside meeting place,crowded space,semi public area
very very painful	painful complication,painful event,painful injury,painful symptom,painful condition,wound related complication,chronic painful condition,severe injury
irreversible	irreversibilities,serious cause,dangerous cause
cruel and reprehensible	immoral mean,evil,proclaimed evil,natural evil,form of manipulative behavior,indiscriminate term,social evil,manipulative
similar to agency	agency,currently agency,independent agency,key agency,public agency,external agency
small and furry	small furry,furry animal,furry pet,small pet
striped in black and yellow	black animal,large meaty red yellow bicolored type,large and small animal,radially symmetric animal,sessile animal
important when person excercing	basic nursing skill,standard pain reduction technique,normal first aid precaution,basic first aid skill,healing respiratory ailment,basic surgical skill,massage modalities,physician prescribed orthopedic device,essential public health function,complex restorative procedure
manufactured in factory	manufactured goods,manufactured product,myriad industrial product,industrial product,man made product,manufactured material,gently used product
easy to count	automatically number object,recording simple number,required number,non barcode item
frivolous	confound,emollient,immoral mean,overuse vague term
detrimental to health	increasing disease,detrimental health behavior,unhealthy lifestyle factor
amusing	funny stuff,provocative humor,typically unusual and humorous subject,emollient,amusement,joke,active form of amusement,confound
hard to steer	non propel drive,outboard,steering issue,low speed,steering operating tool,hard to reach surface,slow moving situation
better for environment	environment friendly method,healthy living resource,energy efficient improvement,alongside essential,eco friendly update,environmentally friendly practice,utilizing select conservation measure
very expensive to purchase and operate	low cost option,possessing premium installation feature,inexpensive alternative,large commercial vehicle,factory installed option,high tech version
powered by petrol	pure electric vehicle,pre owned vehicle,large commercial diesel fuel vehicle,electric vehicle,pure electric car,battery electric vehicle
powered by gasoline	pure electric vehicle,large commercial diesel fuel vehicle,pre owned vehicle,pure electric car,low power engine,fuel efficient model,plug in electric vehicle
powered by engines	non interfering engine,simple vehicle,large motor,small engine,modern vehicle
just plain ugly	grotesque,shape primitive,molded in feature,boasting luxurious feature,perfect smaller piece,amazing model,built in sort,low level primitive,medium size
sturdy growing well under adverse conditions	sturdy herb,sturdy green,dense plant,drought resistant epiphyte
for moving between distant places	mean of transportation,mean of transport,form of transportation,method of transportation,form of transport,mode of transportation,mode of travel,mode of transport,type of transportation,mean of public transport
shag	soft bedding,soft bedding material,bed linen
handmade and very expensive	handmade item,feature only regional handmade item,supreme quality home decor accessory,high quality home decor accessory,expensive item,expensive personal item
similar to rug	rug,natural fiber rug,oriental rug,preferred floor material,non woven material,soft floor covering,carpet weave,carpet,synthetic carpet,woven or non woven flexible material
latin for seize day	patriotic holiday,national holiday,public holiday,secular holiday,religious holiday,auspicious occasion
noted for beautiful stalagtites and stalagmites	ladakh s most spectacular spot,beautiful geographic feature,incredible historical site,africa s scenic wonder,famous site,natural scenic spot
considerate of others and emotionally warm	kind,friendly character,outgoing,supportive person,charming person,good friend,humanitarian
illegal in most states	illegal material,illegal practice,illegal item,illegal act,illegal activity,prohibited item,felony drug offense,illegal substance,illegal action,prohibitive practice
insensitive	manipulative,unsympathetic character,flocculant,occlusive,vulgar irresponsible male character
popular for sweet faces	today sweet,sweet,homemade sweet,gummed sweet,notable magical sweet,sweet item
persian	ancient eastern iranian language,middle eastern language,distinctly persian form of literature,arabic and persian speaking country,western language,turkic language,persian poet,western european language,arabic dialect
indifferent to uprisings	communitarian,stoic,nationalist,unsympathetic character,resilient mean,nativist,dissident,monetarist,courageous individual,atheist
independent	dependent,active individual,compatible devi ces
hard to understand	understand term,poor translation,literal,elitist,notable grammatical difference
good at hiding	intelligent creature,intelligent animal,human,wearing personal protective equipment,resilient mean
fun to watch	fun video,fun,animated feature,great interactive exhibit,featuring popular tale,family friendly film,fun attraction
aggressive	mood tamer,aggressive animal,intelligent animal,flocculant,social animal,resilient mean,daytime non hostile animal,intelligent creature
lax in punishing pedophile priests	guard religious right organization,reformist,contemporary reform muslim,theistic secular developed democracy,today s largest international ministry,communitarian,changing legal requirement
more common in hispanic countries	animistic commonplace,english common name,asian distinct cultural practice,traditional mean,aspect of hispanic cultural lifestyle,cheis,italian term,asian infused western recipe,yogi isms,traditional alternative
more mobile than ficus plant	large statured plant,desiccation tolerant organism,edible free living food organism,long lived plant,adaptogenic herb,large plant,extremely tender plant
itchy	itchy skin condition,puckered skin,sensitive skin issue
running after mouse	licking facial desk ass,performed several high tech stunt,wearing bigger shoe,singing classic number,large brained social animal,cute animal,mouse alternative,flocculant,wearing shoe
mammal	terrestrial mammal,common mammal,native mammal,land mammal,wild mammal,large mammal,medium sized mammal
difficult to wash in bath	basic bath essential,non washable material,absorbent,organic absorbent
common in parts of africa	african animal,english common name,endemic,introduced herbivore,invasive animal,common name,patagonian speciality,cheis,rat eating carnivore,introduced animal
cold and damp	cold place,cool dry place,damp,cold location,cold surface,cool moist environment,dark warm dry environment,cold area
very uncommon and rare in asia	endemic,exotic,exotic name
more than one card	face card,powerful card,card,card c,full sized card,medium card,card feature,traditional card game,card accessory
competent and skillful	skilled person,trained professional,skilled professional,generally skilled worker,expert,professional,seasoned professional,self employed professional,skilled worker
available in many differnt sizes	fully customizable item,standard size,inexpensive item,compact product,ready made item,consumer -durable,oversize product,well known consumer product,manufacturer s standard item,low density item
controlled by oars	shallow draft area,oar,moving water,outboard,boat item,consideration own ship s maneuvering characteristic,hard to reach surface,shallow inshore water
explosive	unstable explosive,low explosive,high explosive,explosive material
quicker	rapid,fast option,fun rapid,unusual way,fresh childlike traffic method,user various extra right,utilizing mobile device,shooting space garbage,innovative way
for light	suitable mean of illumination,work light,traditional light source,natural light source,high ambient light source,light source,external light source,common light source,lighting source,external light
on opposite sides of australia	country further east,densely populated country,geographically large country,southern end country,neighbouring country,surrounding country,heavily populated country
north of usa	part of the us,geographically large country,north american country,part of america,southern end country,non opec country
north of america	north american country,north america place,northern region
located north of united states	geographically large country,large and regionally diverse country,big country,heavily populated country,large country,large and diverse country
young and strong	young animal,hibernating animal,young child,youngster,young person
little rock	rust belt city,small town,wonderful small town,popular town
antithetical to democracy	prominent neoconservative,neoconservative,poor democracy,religious antirealist
big and blue	blue great,venerable blue great,blue state,huge name,large helium filled balloon
strong and useful	thismeans thattraditional tool,essential tool,excellent tool,powerful tool,effective tool,easy to use tool,handy tool,valuable tool
poisonous to people	poisonous stuff,poisonous or toxic substance,poisonous substance
deadly to humans	deadly chemical,toxic,dangerous element,harmful chemical,bioceramic,toxic manufacturing impurity
one of components of air	atmospheric constituent,gaseous component,gas component,atmospheric component,air parameter,air gas,material gas
good for quick energy boost	winter warmer essential,alongside essential,essential,energy saving feature,calming essential oil,simple relaxation tool,relaxing essential oil,calming ingredient
very traumatic	natural yet traumatic event,traumatic life event,traumatic experience,traumatic event
pushing from behind	wearing bigger shoe,wearing shoe,performed several high tech stunt,performing stunt,wearing personal protective equipment,tall or heavy person,unusual and absurd entrant,performing key sport action,pedestrian,performing wing chun s form
passing on left	pedestrian,alongside companion,wearing bigger shoe
painted blue	standard color,fancy color,single color,frame interesting color,traditional color appearance model,common color
one kind of vehicle	separate vehicle,nonaqueous vehicle,simple vehicle,suitable vehicle,popular vehicle,oversize vehicle,pre owned vehicle,non titled vehicle,domestic and foreign vehicle
convenient to own	spare,affordable option,attractive and portable item,fully customizable item,running high draw 120v appliance,convenience optional extra,expensive home appliance,inexpensive item
bought and sold	off price chain,high priced goods,expensive purchase,fixed cost item,low value item,everyday purchase,high value goods,expensive or irreplaceable item
toxic to people	toxic,air -toxic,toxic manufacturing impurity,toxic or non toxic agent
important for meditation	calming and healing spiritual activity,mindful meditation,light refreshment,meditation,daily relaxation technique,simple refreshment,meditation technique
more than skin deep	hitler s intimate,special,exceptional exfoliation facial,personal particular,skin emollient,account personal aspect,compatible devi ces,soul great
useful for transporting cargo	mean of transport,mode of transport,mean of transportation,form of transport,mode of transportation,method of transportation,form of transportation,mode of special transportation,transporting material
one second	critical time point,logout time,time difference,unsociable hour,time unit,time,hour,abstract time,time characteristic
visible to many people	light illuminating landmark,high ambient light source,view easy to find terrestrial object,naked fl ame source,overly bright area,naked ame source,downlight,dim location
very stupid	immoral mean,stealing visual concept,flocculant,manipulative,violent mean,indiscriminate term,physical manipulative
very common in asia	english common name,exotic sounding term,endemic,patagonian speciality,common name,exotic
fun to ride on	popular ride,big and thrilling ride,state of the art ride,world class ride,classic ride,ride
ignorant to facts	ordinary person,human,intellectual person,intellectual,non citizen,atheist,nativist,outspoken atheist
more dangerous than small explosions	explosive hazard,explosive action,fire involving combustible metal
hard to keep cool	winter warmer essential,cool perk,drinking very hot drink,low temperature,drinking zero calorie beverage,supplying artificial heat source,drinking hot beverage
rare around dense human populations	harmful animal,daytime non hostile animal,homeothermic animal,seemingly unlikely animal,poikilothermic animal,dangerous creature
useful for personal cleansing	soothing lotion,basic bath essential,moisturizing soap,basic toiletry,powerful moisturizer,personal care toiletry,personal hygiene product,effective skin care treatment,gentle shampoo
common in france	cheis,italian term,english common name,poi
powered by people	powered device,non powered device,power producing machine,high efficient motor,large motor
powered by legs	high efficient motor,non motorized vehicle,motorized vehicle,large motor,mean of transportation,personal mean of transportation,motorized self balancing device,simple vehicle
older than cars but last longer	gasoline powered equipment,motorized appliance,automobile related item,pre owned vehicle,parenteral vehicle,simple vehicle,modern vehicle,long low car,nonaqueous vehicle
empty of bikes	low traffic area,densely populated area,high foot traffic area,out of the way place,large urban area,non traffic area,off street car park,high-traffic area,high traffic area,densely populated urban area
low tech	high tech version,today high tech feature,expensive higher tech device,high tech product
fun to ride	popular ride,big and thrilling ride,state of the art ride
easy to hide	hidden extra,bright easy to find object,temporal concealment tool,hard to kill specie,hidden object,dangerous or flammable item,dangerous item,seemingly non dangerous item,hidden item
stretchable	absorbent,easy extension material,absorbent personal care article
one or zero	constant value,dimensionless number,numeric value,numerical value,predefined m number
born white	hairless breed,non white,white,naturally halal animal,whitener,transgenic animal,simple stomached animal
hard to see at night	hard to reach high area,poor visibility,overly bright area,view easy to find terrestrial object,dim location,hard to reach area,cloud shrouded high mountain
good at basketball	athletic,competitive athlete,overhand athlete,high demand athlete,great athlete,active sportsman,weird badminton player,sport person
only black on back	solid seat cover color,gender neutral color,standard color,fashion forward color,conservative color,color option,custom color
magic practised for evil purposes	magic,powerful wizard spell,amazing magic power,powerful spell,magic trick
less sweet than milk chocolate	wafer chocolate,chocolate,concentrated sweet,chocolate drink base,low calorie or artificial sweetener,cadbury hot chocolate,low calorie artificial sweetener,sugar free food
considered timeless color	timeless color,universal color,beautiful color,splendid color,natural color,brilliant color
short for bivouac bag	bag,plain plastic bag,combination bag,large bag,plastic bag,small bag,poly bag,small plastic goody bag item,hermes bag
promiscuous	sexpert,female,gorgeous female,charming person,human
slender	large length,slender structure,slim object,short,delicate,thin object,straight,delicate feminine feature,long object
flying fast	flying animal,giant flightless form,flying object,aerobatic,non flying bird,acrobatic,small fast plane,flying vertebrate,flightless specie
working for church	non religious person,celebrity religious follower,non christian,mature christian,contemporary reform muslim,religious person
pretty smart	human,mean,interesting inspiring and knowledgeable person,intelligent animal
rising early	adopting healthy habit,south live sedentary person,ready to eat perishable food,fast colonizing opportunist,experienced unusual heartbeat,ready to eat food,changing habit,choosing healthy food,active individual,resilient mean
mute	color blind animal,human,non primate,large brained social animal
illegal in canada	illegal material,illegal practice,illegal item,illegal substance,illegal act,illegal activity,prohibited item,dangerous goods,unhealthy voc,illegal action
good for crops	reseeding winter annual legume,agricultural byproduct,growing crop,growing previous roundup ready crop,agricultural by product,excellent forage,agriculturally important trait,agricultural resource
sure	right,real world essential,women s right,emollient,dependant,well,great
important to stay healthy	fourth category healthy mode,healthy option,healthy basic
useful to one who preaches	preaching moral concept,spiritual resource,christian moral value,non christian source,secular source,basic christian doctrine,charismatic gift,fundamental service
famous for fine cheeses	traditional wine producing country,world s wealthiest region,vegetarian un friendly city,manufacturing country,best tourist destination,oil producing country,mineral rich country,market country
